QueryIdx	HitIdx	Query Description	Query Cover	Per. Ident	Score (bits)	E-value	Match Description	Accession Link
165	3	ctg6_165_186115_187297_pos	95.93%	76.66%	609	0.0	2-isopropylmalate synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX46547?report=genbank
166	1	ctg46192_1_0_1161_neg	88.89%	75.87%	523	0.0	type III polyketide synthase [Methyloceanibacter	https://www.ncbi.nlm.nih.gov/protein/MBK5198932?report=genbank
166	2	ctg46192_1_0_1161_neg	88.89%	62.25%	439	1.49023e-150	type III polyketide synthase [Hyphomonadaceae	https://www.ncbi.nlm.nih.gov/protein/MBX9592584?report=genbank
166	3	ctg46192_1_0_1161_neg	90.70%	60.39%	413	5.25989e-140	type III polyketide synthase [Proteobacteria	https://www.ncbi.nlm.nih.gov/protein/MBS0239469?report=genbank
167	1	ctg225_53_53432_54599_pos	98.97%	84.68%	638	0.0	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Myxococcaceae	https://www.ncbi.nlm.nih.gov/protein/RPH67805?report=genbank
167	2	ctg225_53_53432_54599_pos	99.23%	68.83%	490	4.43047e-170	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Corallococcus	https://www.ncbi.nlm.nih.gov/protein/WP_120201828?report=genbank
167	3	ctg225_53_53432_54599_pos	99.23%	68.31%	485	4.42057e-168	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Citreicoccus	https://www.ncbi.nlm.nih.gov/protein/WP_217079355?report=genbank
168	1	ctg225_49_50576_51740_pos	63.05%	84.43%	409	1.49609e-137	hypothetical protein EHM78_20895 [Myxococcaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/RPH67808?report=genbank
168	2	ctg225_49_50576_51740_pos	59.17%	69.00%	304	4.81093e-97	hypothetical protein [Myxococcaceae bacterium JPH2]	https://www.ncbi.nlm.nih.gov/protein/MBJ6765884?report=genbank
168	3	ctg225_49_50576_51740_pos	57.88%	67.86%	290	2.72153e-91	hypothetical protein [Citreicoccus inhibens] >gb|MBU8895225.1|	https://www.ncbi.nlm.nih.gov/protein/WP_217079357?report=genbank
169	1	ctg55_126_151212_152385_neg	92.05%	59.20%	443	5.31463e-152	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYU30833?report=genbank
169	2	ctg55_126_151212_152385_neg	92.05%	58.93%	442	2.88947e-151	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYU17656?report=genbank
169	3	ctg55_126_151212_152385_neg	89.74%	58.29%	428	5.45024e-146	type III polyketide synthase [Acidipila	https://www.ncbi.nlm.nih.gov/protein/NDQ56461?report=genbank
170	1	ctg858_46_58726_59875_pos	75.65%	52.78%	285	7.17904e-91	encapsulin [Bradyrhizobium sp.]	https://www.ncbi.nlm.nih.gov/protein/WP_063985281?report=genbank
170	2	ctg858_46_58726_59875_pos	75.92%	52.45%	280	5.00671e-89	encapsulin [Bradyrhizobium sp. 144S4] >gb|MCA0861332.1|	https://www.ncbi.nlm.nih.gov/protein/WP_208084985?report=genbank
170	3	ctg858_46_58726_59875_pos	76.18%	53.13%	273	4.16444e-86	hypothetical protein BKD09_39595 [Bradyrhizobium japonicum]	https://www.ncbi.nlm.nih.gov/protein/APG14481?report=genbank
171	1	ctg892_27_29321_30428_neg	100.00%	84.24%	641	0.0	2-isopropylmalate synthase [Acidobacteria bacterium] >gb|PYU60575.1|	https://www.ncbi.nlm.nih.gov/protein/PYU37591?report=genbank
171	2	ctg892_27_29321_30428_neg	100.00%	84.78%	640	0.0	2-isopropylmalate synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT55465?report=genbank
171	3	ctg892_27_29321_30428_neg	100.00%	83.97%	638	0.0	2-isopropylmalate synthase [Acidobacteria bacterium 13_1_20CM_3_58_11]	https://www.ncbi.nlm.nih.gov/protein/OLE47445?report=genbank
172	1	ctg1367_21_19764_20904_pos	100.00%	77.89%	546	0.0	squalene/phytoene synthase family protein [Gammaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/MBV8307146?report=genbank
172	2	ctg1367_21_19764_20904_pos	100.00%	77.63%	544	0.0	squalene/phytoene synthase family protein [Gammaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/MBV8143539?report=genbank
172	3	ctg1367_21_19764_20904_pos	100.00%	77.57%	523	0.0	squalene/phytoene synthase family protein [Gammaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/MBV9723961?report=genbank
173	1	ctg95759_1_0_1113_neg	97.84%	75.88%	585	0.0	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBZ5723299?report=genbank
173	2	ctg95759_1_0_1113_neg	83.56%	73.10%	490	1.87133e-164	AMP-binding protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5723307?report=genbank
173	3	ctg95759_1_0_1113_neg	97.30%	64.67%	496	7.9124e-160	non-ribosomal peptide synthetase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX13991?report=genbank
174	1	ctg79_189_187491_188613_neg	96.51%	69.72%	493	1.62365e-171	phytoene/squalene synthase family protein [Gammaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/TLY97798?report=genbank
174	2	ctg79_189_187491_188613_neg	95.17%	69.58%	488	1.78131e-169	phytoene/squalene synthase family protein [Gammaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/TLZ49033?report=genbank
174	3	ctg79_189_187491_188613_neg	96.51%	69.17%	486	7.11263e-169	phytoene/squalene synthase family protein [Gammaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/TLZ40871?report=genbank
175	1	ctg1495_27_22925_24038_neg	99.46%	77.45%	591	0.0	beta-ketoacyl-ACP synthase III [Steroidobacteraceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBC8025432?report=genbank
175	2	ctg1495_27_22925_24038_neg	99.46%	72.55%	571	0.0	beta-ketoacyl-ACP synthase III [Proteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBK6597221?report=genbank
175	3	ctg1495_27_22925_24038_neg	99.46%	74.18%	570	0.0	beta-ketoacyl-ACP synthase III [Proteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBK9251201?report=genbank
176	1	ctg26_248_315190_316297_neg	98.91%	75.82%	545	0.0	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5644081?report=genbank
176	2	ctg26_248_315190_316297_neg	98.37%	56.32%	420	3.67637e-143	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Planctomycetes	https://www.ncbi.nlm.nih.gov/protein/MBS0266746?report=genbank
176	3	ctg26_248_315190_316297_neg	97.01%	58.97%	400	2.04374e-135	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Minicystis	https://www.ncbi.nlm.nih.gov/protein/WP_146734566?report=genbank
177	1	ctg1948_26_24146_25253_neg	100.00%	85.05%	639	0.0	2-isopropylmalate synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU59477?report=genbank
177	2	ctg1948_26_24146_25253_neg	100.00%	85.33%	638	0.0	2-isopropylmalate synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT55465?report=genbank
177	3	ctg1948_26_24146_25253_neg	100.00%	85.05%	637	0.0	2-isopropylmalate synthase [Acidobacteria bacterium] >gb|PYU60575.1|	https://www.ncbi.nlm.nih.gov/protein/PYU37591?report=genbank
178	1	ctg100481_1_0_1083_neg	97.51%	62.50%	449	1.46793e-139	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBZ5521677?report=genbank
178	2	ctg100481_1_0_1083_neg	98.89%	55.74%	409	1.91314e-136	non-ribosomal peptide synthetase [Deltaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI2998772?report=genbank
178	3	ctg100481_1_0_1083_neg	98.06%	55.77%	411	1.00429e-135	AMP-binding protein [Merismopedia sp. SIO2A8]	https://www.ncbi.nlm.nih.gov/protein/NET51076?report=genbank
179	1	ctg130_95_107316_108423_pos	96.47%	92.11%	689	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/MBS1840646?report=genbank
179	2	ctg130_95_107316_108423_pos	96.47%	81.97%	605	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYT49228?report=genbank
179	3	ctg130_95_107316_108423_pos	95.65%	81.87%	603	0.0	hypothetical protein AUH86_04900 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLC98518?report=genbank
180	1	ctg640_28_28584_29688_pos	94.28%	90.46%	654	0.0	hypothetical protein AUG89_13040 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLE10078?report=genbank
180	2	ctg640_28_28584_29688_pos	98.64%	86.19%	654	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYT49228?report=genbank
180	3	ctg640_28_28584_29688_pos	98.91%	84.30%	649	0.0	hypothetical protein AUH11_10140 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB36900?report=genbank
181	1	ctg191_92_116290_117385_neg	100.00%	91.76%	688	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYT49228?report=genbank
181	2	ctg191_92_116290_117385_neg	100.00%	88.74%	679	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYT55972?report=genbank
181	3	ctg191_92_116290_117385_neg	100.00%	88.74%	678	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYU59117?report=genbank
182	1	ctg130_40_48153_49248_neg	99.73%	93.66%	702	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYT49228?report=genbank
182	2	ctg130_40_48153_49248_neg	99.73%	89.26%	679	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYU59117?report=genbank
182	3	ctg130_40_48153_49248_neg	99.73%	89.26%	679	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYU47120?report=genbank
183	1	ctg311_55_63426_64521_pos	100.00%	66.21%	533	0.0	hypothetical protein AUH11_10140 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB36900?report=genbank
183	2	ctg311_55_63426_64521_pos	100.00%	65.93%	531	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYU48124?report=genbank
183	3	ctg311_55_63426_64521_pos	100.00%	66.76%	531	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYT49228?report=genbank
184	1	ctg630_19_22155_23247_pos	96.42%	86.00%	633	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYU48124?report=genbank
184	2	ctg630_19_22155_23247_pos	96.42%	86.00%	633	0.0	hypothetical protein AUH11_10140 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB36900?report=genbank
184	3	ctg630_19_22155_23247_pos	97.25%	85.27%	632	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYU17081?report=genbank
185	1	ctg461_52_54537_55623_neg	97.23%	87.75%	655	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYT55972?report=genbank
185	2	ctg461_52_54537_55623_neg	98.89%	86.27%	654	0.0	hypothetical protein AUH11_10140 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB36900?report=genbank
185	3	ctg461_52_54537_55623_neg	98.89%	86.27%	653	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYU48124?report=genbank
186	1	ctg105_90_89988_91062_pos	100.00%	86.27%	600	0.0	type III polyketide synthase [Myxococcaceae	https://www.ncbi.nlm.nih.gov/protein/RPH68894?report=genbank
186	2	ctg105_90_89988_91062_pos	100.00%	71.47%	521	0.0	chalcone/stilbene synthase family protein [Cystobacter	https://www.ncbi.nlm.nih.gov/protein/AYM53777?report=genbank
186	3	ctg105_90_89988_91062_pos	99.72%	71.23%	521	0.0	type III polyketide synthase [Archangium	https://www.ncbi.nlm.nih.gov/protein/WP_204224954?report=genbank
187	1	ctg3886_23_12256_13303_pos	98.85%	99.13%	702	0.0	squalene/phytoene synthase family protein [Nitrospirae	https://www.ncbi.nlm.nih.gov/protein/TMQ30594?report=genbank
187	2	ctg3886_23_12256_13303_pos	100.00%	91.09%	660	0.0	squalene/phytoene synthase family protein [Nitrospira	https://www.ncbi.nlm.nih.gov/protein/NOS81118?report=genbank
187	3	ctg3886_23_12256_13303_pos	100.00%	91.95%	659	0.0	squalene synthase [Nitrospira sp.]	https://www.ncbi.nlm.nih.gov/protein/TKS63868?report=genbank
188	1	ctg529_31_33930_34983_pos	99.71%	70.20%	519	0.0	type III polyketide synthase [Alphaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/TMJ31833?report=genbank
188	2	ctg529_31_33930_34983_pos	99.43%	56.53%	415	8.9873e-142	type III polyketide synthase [Proteobacteria	https://www.ncbi.nlm.nih.gov/protein/MBI3419286?report=genbank
188	3	ctg529_31_33930_34983_pos	99.14%	57.50%	410	1.20293e-139	type III polyketide synthase [Azospirillum	https://www.ncbi.nlm.nih.gov/protein/WP_209874271?report=genbank
189	1	ctg1171_25_23780_24830_pos	100.00%	70.77%	523	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/MBS1874755?report=genbank
189	2	ctg1171_25_23780_24830_pos	100.00%	70.49%	490	1.54219e-171	type III polyketide synthase [Bryobacterales	https://www.ncbi.nlm.nih.gov/protein/MCC6586035?report=genbank
189	3	ctg1171_25_23780_24830_pos	100.00%	65.90%	478	8.00667e-167	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/MBV9074018?report=genbank
190	1	ctg134_92_94718_95768_pos	100.00%	79.71%	582	0.0	type III polyketide synthase [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5695634?report=genbank
190	2	ctg134_92_94718_95768_pos	100.00%	72.21%	543	0.0	type III polyketide synthase [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5502450?report=genbank
190	3	ctg134_92_94718_95768_pos	100.00%	68.48%	504	6.68641e-177	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/MBV9074018?report=genbank
191	1	ctg92333_1_0_1014_neg	99.11%	77.38%	518	0.0	ferritin-like protein [Actinomycetia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBO0814680?report=genbank
191	2	ctg92333_1_0_1014_neg	99.41%	73.51%	504	1.03192e-175	ferritin-like protein [Actinomycetia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBO0813729?report=genbank
191	3	ctg92333_1_0_1014_neg	100.00%	67.75%	469	6.90276e-162	ferritin-like protein [Nonomuraea sp. H16431]	https://www.ncbi.nlm.nih.gov/protein/WP_214319691?report=genbank
193	1	ctg86_126_140004_141015_pos	99.70%	78.81%	523	0.0	squalene synthase [Myxococcaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/RPH72142?report=genbank
193	2	ctg86_126_140004_141015_pos	96.73%	62.80%	396	1.76607e-134	squalene/phytoene synthase family protein [Myxococcaceae	https://www.ncbi.nlm.nih.gov/protein/MBJ6765503?report=genbank
193	3	ctg86_126_140004_141015_pos	96.73%	62.50%	393	3.01327e-133	squalene/phytoene synthase family protein [Citreicoccus	https://www.ncbi.nlm.nih.gov/protein/WP_217078908?report=genbank
194	1	ctg256_24_25140_26154_neg	89.02%	96.67%	610	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX68317?report=genbank
194	2	ctg256_24_25140_26154_neg	95.25%	89.47%	585	0.0	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5685224?report=genbank
194	3	ctg256_24_25140_26154_neg	88.43%	83.89%	542	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYQ39170?report=genbank
195	1	ctg488_32_43487_44492_pos	100.00%	87.72%	624	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYT55972?report=genbank
195	2	ctg488_32_43487_44492_pos	100.00%	87.43%	619	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYT49228?report=genbank
195	3	ctg488_32_43487_44492_pos	100.00%	86.83%	618	0.0	hypothetical protein AUH11_10140 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB36900?report=genbank
197	1	ctg601_30_35808_36786_pos	100.00%	90.15%	609	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYU46395?report=genbank
197	2	ctg601_30_35808_36786_pos	100.00%	89.85%	608	0.0	hypothetical protein AUH11_10140 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB36900?report=genbank
197	3	ctg601_30_35808_36786_pos	100.00%	90.15%	608	0.0	type III polyketide synthase [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYU59117?report=genbank
198	1	ctg1511_35_22519_23476_neg	98.74%	79.30%	522	0.0	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5570418?report=genbank
198	2	ctg1511_35_22519_23476_neg	99.69%	78.86%	514	0.0	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5652455?report=genbank
198	3	ctg1511_35_22519_23476_neg	97.17%	76.43%	498	7.38575e-176	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5703783?report=genbank
199	1	ctg124056_1_0_939_neg	99.68%	76.92%	489	2.03424e-172	phytoene/squalene synthase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5703782?report=genbank
199	2	ctg124056_1_0_939_neg	99.68%	76.60%	485	1.00515e-170	phytoene/squalene synthase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5599212?report=genbank
199	3	ctg124056_1_0_939_neg	99.36%	74.84%	471	3.5757e-165	farnesyl-diphosphate farnesyltransferase [Acidobacteriales bacterium 13_1_40CM_3_55_5]	https://www.ncbi.nlm.nih.gov/protein/OLD18773?report=genbank
200	1	ctg1511_34_21576_22533_neg	98.43%	78.48%	501	1.13285e-176	phytoene/squalene synthase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5570417?report=genbank
200	2	ctg1511_34_21576_22533_neg	98.43%	74.76%	485	2.00304e-170	phytoene/squalene synthase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5599212?report=genbank
200	3	ctg1511_34_21576_22533_neg	98.43%	75.08%	482	2.04295e-169	phytoene/squalene synthase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5703782?report=genbank
201	1	ctg3309_6_5169_6120_pos	85.76%	77.12%	440	2.63681e-153	DUF692 domain-containing protein [Proteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBS0394721?report=genbank
201	2	ctg3309_6_5169_6120_pos	85.76%	79.70%	430	1.68275e-149	DUF692 domain-containing protein [Proteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBS0375680?report=genbank
201	3	ctg3309_6_5169_6120_pos	88.92%	66.19%	398	1.46006e-136	hypothetical protein [Proteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBS1235706?report=genbank
202	1	ctg627_61_66852_67809_pos	100.00%	82.39%	545	0.0	farnesyl-diphosphate farnesyltransferase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX22120?report=genbank
202	2	ctg627_61_66852_67809_pos	99.69%	80.82%	530	0.0	farnesyl-diphosphate farnesyltransferase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX37507?report=genbank
202	3	ctg627_61_66852_67809_pos	88.99%	81.98%	484	8.03763e-171	farnesyl-diphosphate farnesyltransferase, partial [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX39775?report=genbank
203	1	ctg88360_1_0_936_neg	72.12%	82.67%	398	2.2847e-137	methyltransferase domain-containing protein [Ginsengibacter hankyongi]	https://www.ncbi.nlm.nih.gov/protein/WP_150414411?report=genbank
203	2	ctg88360_1_0_936_neg	74.36%	62.50%	320	1.5567e-106	methyltransferase domain-containing protein [Chitinophagaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBA2561861?report=genbank
203	3	ctg88360_1_0_936_neg	74.04%	63.36%	317	1.57884e-105	methyltransferase domain-containing protein [Chitinophagaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBA2250215?report=genbank
204	1	ctg627_60_65905_66856_pos	100.00%	83.54%	553	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX22119?report=genbank
204	2	ctg627_60_65905_66856_pos	96.52%	83.61%	539	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX37521?report=genbank
204	3	ctg627_60_65905_66856_pos	100.00%	78.16%	522	0.0	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5680074?report=genbank
205	1	ctg110384_1_0_924_neg	100.00%	93.83%	560	0.0	type III polyketide synthase [Alphaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/TMJ50064?report=genbank
205	2	ctg110384_1_0_924_neg	100.00%	85.39%	519	0.0	type III polyketide synthase [Alphaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/MBV8131061?report=genbank
205	3	ctg110384_1_0_924_neg	100.00%	79.22%	479	9.86749e-168	type III polyketide synthase [Alphaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/TMJ69276?report=genbank
206	1	ctg41_90_89273_90218_pos	98.73%	61.09%	391	3.22086e-133	squalene synthase HpnC [Blastocatellia bacterium	https://www.ncbi.nlm.nih.gov/protein/PYP82384?report=genbank
206	2	ctg41_90_89273_90218_pos	87.90%	66.30%	382	1.46682e-130	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3654178?report=genbank
206	3	ctg41_90_89273_90218_pos	86.94%	58.24%	333	8.9992e-111	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBK9706376?report=genbank
207	1	ctg580_57_52933_53872_pos	97.12%	79.94%	502	1.59689e-177	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5619251?report=genbank
207	2	ctg580_57_52933_53872_pos	96.79%	77.78%	487	1.3049e-171	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5724132?report=genbank
207	3	ctg580_57_52933_53872_pos	96.79%	78.43%	486	6.05002e-171	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5576457?report=genbank
208	1	ctg2657_22_19370_20303_neg	100.00%	87.74%	525	0.0	hypothetical protein DMF46_02655 [Verrucomicrobia bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYL16532?report=genbank
208	2	ctg2657_22_19370_20303_neg	96.45%	82.94%	500	6.50543e-177	hypothetical protein [Spartobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/HAF04327?report=genbank
208	3	ctg2657_22_19370_20303_neg	94.84%	87.76%	497	6.65939e-175	hypothetical protein DMF17_03285, partial [Verrucomicrobia	https://www.ncbi.nlm.nih.gov/protein/PYL87299?report=genbank
209	1	ctg256_23_24208_25144_neg	100.00%	94.21%	605	0.0	phytoene/squalene synthase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5685225?report=genbank
209	2	ctg256_23_24208_25144_neg	99.68%	76.83%	503	7.0646e-178	phytoene/squalene synthase family protein [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/MBZ5680073?report=genbank
209	3	ctg256_23_24208_25144_neg	99.68%	76.10%	494	2.39663e-174	Farnesyl-diphosphate farnesyltransferase [Candidatus Sulfotelmatobacter kueseliae]	https://www.ncbi.nlm.nih.gov/protein/SPF36202?report=genbank
210	1	ctg42_215_260076_260991_neg	92.76%	85.82%	512	0.0	DUF692 domain-containing protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5531881?report=genbank
210	2	ctg42_215_260076_260991_neg	92.76%	84.75%	501	1.54866e-177	DUF692 domain-containing protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5504493?report=genbank
210	3	ctg42_215_260076_260991_neg	92.76%	82.98%	500	4.19943e-177	DUF692 domain-containing protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5490828?report=genbank
211	1	ctg1118_18_17104_18031_pos	98.38%	84.49%	523	0.0	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5576457?report=genbank
211	2	ctg1118_18_17104_18031_pos	100.00%	80.84%	510	1.19429e-180	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/PWU03617?report=genbank
211	3	ctg1118_18_17104_18031_pos	97.08%	79.93%	495	9.45777e-175	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5619251?report=genbank
212	1	ctg95272_1_0_912_neg	100.00%	83.22%	528	0.0	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5609715?report=genbank
212	2	ctg95272_1_0_912_neg	96.38%	81.91%	506	2.74102e-179	squalene synthase HpnC [Bryobacterales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9768499?report=genbank
212	3	ctg95272_1_0_912_neg	97.37%	70.95%	454	1.47538e-158	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBS1873612?report=genbank
213	1	ctg11_158_174972_175890_pos	98.69%	75.42%	469	2.07588e-164	squalene synthase HpnC [Bryobacterales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBK9170904?report=genbank
213	2	ctg11_158_174972_175890_pos	98.69%	73.75%	468	4.97971e-164	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5619251?report=genbank
213	3	ctg11_158_174972_175890_pos	99.02%	73.84%	468	5.58185e-164	squalene synthase HpnC [Candidatus Solibacter	https://www.ncbi.nlm.nih.gov/protein/MBI3473217?report=genbank
214	1	ctg8117_9_9350_10256_pos	98.67%	90.57%	573	0.0	DUF692 domain-containing protein [Bradyrhizobium algeriense]	https://www.ncbi.nlm.nih.gov/protein/WP_108515436?report=genbank
214	2	ctg8117_9_9350_10256_pos	99.67%	90.33%	572	0.0	DUF692 family protein [Bradyrhizobium sp.	https://www.ncbi.nlm.nih.gov/protein/WP_212417588?report=genbank
214	3	ctg8117_9_9350_10256_pos	99.67%	90.00%	570	0.0	DUF692 domain-containing protein [Bradyrhizobium sp.	https://www.ncbi.nlm.nih.gov/protein/WP_161849424?report=genbank
215	1	ctg107588_1_0_879_neg	98.63%	60.21%	372	9.89285e-115	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MCA1566176?report=genbank
